meshblock_id,census_year_id,married,never,not_elsewhere_included,separated,total,total_stated
1121500,3,33,39,6,21,99,93
1121600,3,30,54,9,21,117,108
1121700,3,24,30,12,18,84,75
1121801,3,195,36,15,87,333,318
1121802,3,66,42,15,24,150,132
1121900,3,21,18,3,24,69,63
1122000,3,12,24,6,9,51,45
1122100,3,36,12,0,12,57,57
1122200,3,9,9,6,3,27,21
1122300,3,6,18,3,9,36,33
1122400,3,33,6,6,6,48,45
1122500,3,36,21,6,9,69,63
1122600,3,6,3,0,3,9,9
1122700,3,63,33,6,15,120,111
1122800,3,30,9,3,6,48,48
1122901,3,75,36,9,12,126,120
1122902,3,15,12,0,0,27,27
1123000,3,54,39,9,21,120,114
1123100,3,72,27,6,21,123,120
1123200,3,84,45,3,18,150,147
1123300,3,90,42,24,18,171,150
1123400,3,36,18,6,9,72,66
1123500,3,45,27,3,15,93,87
1123600,3,48,12,9,6,78,69
1123700,3,21,12,0,3,39,36
1123801,3,6,9,0,3,15,15
1123802,3,6,3,6,3,18,12
1123900,3,45,27,0,3,75,75
1124001,3,18,6,0,0,27,27
1124002,3,0,0,0,0,0,0
1124100,3,36,15,3,9,60,54
1124200,3,39,45,18,30,132,117
1124301,3,42,18,12,15,87,75
1124302,3,12,6,0,0,15,15
1124400,3,27,33,12,24,93,81
1124500,3,24,33,3,15,75,72
1124600,3,48,15,3,15,81,78
1124700,3,12,3,0,0,18,18
1124800,3,9,0,0,3,12,9
1124901,3,57,21,6,9,93,87
1124902,3,0,0,0,0,3,0
1125001,3,9,9,3,0,18,18
1125002,3,9,3,0,3,15,12
1125100,3,24,15,3,3,42,42
1125200,3,27,18,9,3,57,51
1125301,3,78,42,6,9,135,129
1125302,3,0,0,0,0,3,0
1125400,3,57,18,6,12,90,87
1125500,3,42,33,3,24,105,102
1125600,3,12,15,6,3,36,30
1125700,3,39,21,6,0,63,57
1125800,3,24,30,3,12,72,66
1125900,3,36,9,0,6,51,51
1126000,3,54,33,9,30,129,120
1126100,3,9,9,6,9,30,24
1126200,3,15,9,0,6,27,27
1126300,3,24,15,12,6,54,45
1126400,3,42,21,3,9,72,69
1126500,3,30,18,6,6,60,57
1126600,3,30,9,0,0,39,39
1126700,3,18,6,0,3,30,30
1126800,3,18,3,3,3,30,30
1126900,3,12,6,0,3,18,18
1127001,3,12,12,3,6,27,27
1127002,3,12,18,6,6,42,36
1127100,3,30,9,3,3,45,42
1127200,3,24,18,6,12,63,54
1127300,3,33,12,3,3,51,48
1127400,3,42,27,12,15,90,81
1127501,3,18,6,0,3,24,24
1127502,3,15,3,0,0,21,21
1127601,3,81,27,12,6,126,117
1127602,3,3,3,6,0,12,6
1127701,3,30,6,3,6,45,39
1127702,3,0,0,0,0,3,0
1127703,3,15,15,9,6,42,36
1127800,3,36,18,18,12,87,69
1127901,3,6,9,0,0,18,15
1127902,3,30,15,6,3,51,48
1128001,3,42,18,3,12,75,75
1128003,3,0,0,0,0,6,0
1128004,3,30,6,9,12,57,54
1128101,3,9,12,0,3,24,27
1128102,3,18,12,0,6,39,36
1128200,3,15,3,3,0,21,18
1128300,3,18,9,3,6,33,33
1128400,3,51,21,9,18,102,90
1128500,3,21,21,6,18,66,60
1128600,3,24,12,3,15,51,45
1128700,3,27,27,6,15,75,69
1128800,3,21,21,6,12,60,51
1128900,3,21,33,12,12,72,63
1129000,3,24,24,9,18,78,66
1129100,3,48,30,6,33,117,111
1129200,3,48,15,6,9,78,72
1129300,3,27,30,6,24,87,81
1129401,3,6,9,3,12,33,30
1129402,3,15,18,3,9,45,42
1129501,3,21,6,3,3,30,27
1129502,3,18,12,3,6,39,36
1129600,3,30,24,6,15,75,69
1129700,3,15,15,9,9,48,42
1129800,3,48,27,6,12,93,87
1129900,3,0,0,0,0,0,0
1130000,3,15,12,6,6,39,33
1130100,3,0,0,0,0,6,6
1130200,3,9,9,3,3,24,18
1130300,3,24,15,6,9,54,48
1130400,3,9,15,12,9,48,36
1130500,3,45,24,18,21,102,87
1130600,3,21,18,6,12,60,57
1130700,3,27,30,3,18,78,78
1130800,3,30,27,9,21,84,75
1130900,3,24,18,12,15,66,54
1131000,3,45,27,9,21,105,96
1131101,3,18,21,3,9,54,48
1131102,3,39,18,6,15,75,72
1131200,3,0,12,3,6,18,18
1131301,3,15,6,3,9,36,33
1131302,3,36,21,9,12,78,69
1131400,3,9,21,3,6,39,36
1131500,3,27,24,9,12,72,60
1131600,3,30,36,18,27,111,93
1131700,3,27,18,9,9,63,54
1131800,3,24,18,6,12,57,51
1131900,3,15,3,0,3,21,21
1132000,3,21,24,3,18,63,60
1132101,3,30,21,12,75,141,126
1132102,3,78,42,9,39,168,159
1132200,3,0,0,0,0,9,0
1132300,3,0,3,3,3,9,6
1132400,3,12,0,3,30,45,42
1132501,3,39,12,18,9,75,57
1132502,3,6,0,3,3,12,9
1132601,3,6,3,3,0,15,9
1132602,3,0,0,0,0,3,0
1132700,3,39,15,9,6,69,63
1132800,3,18,21,3,9,48,45
1132900,3,30,21,3,3,57,51
1133000,3,18,15,0,3,36,36
1133101,3,0,0,0,0,6,0
1133102,3,9,9,0,3,21,21
1133201,3,6,3,0,0,12,12
1133204,3,9,0,0,0,12,12
1133205,3,6,3,0,0,9,9
1133206,3,6,3,0,0,12,9
1133301,3,30,21,3,0,54,48
1133302,3,48,21,6,6,81,75
1133401,3,21,3,3,0,24,24
1133402,3,9,3,0,0,15,12
1133501,3,15,9,0,6,30,24
1133502,3,0,0,0,0,0,0
1133600,3,0,0,0,0,0,0
1133700,3,27,15,0,6,51,48
1133800,3,30,9,3,3,45,42
1133900,3,54,27,12,9,96,87
1134000,3,21,15,0,6,42,39
1134100,3,6,3,3,6,12,12
1134202,3,0,0,0,0,9,9
1134203,3,6,6,3,0,15,15
1134204,3,18,3,0,3,27,24
1134301,3,3,6,3,0,9,6
1134302,3,24,9,6,3,39,36
1134400,3,12,9,0,3,27,24
1134500,3,0,6,3,3,12,9
1134600,3,9,6,3,6,21,21
1134700,3,6,15,3,9,33,27
1134800,3,12,15,3,6,36,30
1134900,3,24,18,12,12,66,51
1135000,3,51,54,33,36,174,141
1135100,3,24,24,6,9,63,60
1135200,3,30,30,15,18,87,75
1135300,3,21,18,6,15,66,54
1135400,3,48,33,15,72,165,153
1135500,3,24,21,3,15,66,63
1135600,3,24,33,27,9,93,63
1135702,3,18,9,0,3,33,30
1135703,3,15,6,3,3,24,21
1135704,3,0,0,0,0,3,0
1135800,3,0,0,0,0,6,6
1135901,3,33,21,9,21,81,72
1135902,3,24,15,3,3,48,45
1136000,3,93,30,9,15,150,141
1136100,3,69,42,9,21,141,132
1136200,3,60,30,6,12,105,102
1136300,3,102,27,6,30,168,159
1136400,3,57,21,0,18,99,96
1136500,3,27,30,9,12,78,69
1136600,3,12,6,3,6,30,27
1136701,3,9,15,9,6,36,27
1136702,3,12,9,0,6,30,27
1136801,3,18,24,3,12,60,57
1136802,3,0,0,0,0,0,0
1136900,3,3,6,3,3,12,9
1137000,3,9,27,24,9,66,45
1137100,3,21,24,6,6,60,54
1137200,3,6,3,3,3,15,15
1137300,3,57,27,9,21,111,102
1137400,3,15,15,6,6,45,39
1137500,3,15,9,3,3,30,27
1137600,3,18,12,12,9,51,39
1137700,3,21,21,3,9,54,51
1137800,3,12,12,15,12,54,39
1137900,3,15,21,9,6,48,39
1138000,3,3,15,12,12,39,30
1138100,3,18,9,9,6,42,36
1138200,3,21,15,6,12,51,48
1138300,3,27,12,18,12,69,51
1138400,3,15,30,12,9,66,57
1138500,3,6,18,9,9,39,30
1138600,3,15,12,12,6,42,30
1138700,3,0,18,6,6,33,27
1138800,3,6,6,6,9,30,21
1138904,3,27,36,6,21,84,81
1138905,3,36,39,15,24,111,99
1138906,3,27,30,15,24,96,81
1138907,3,69,27,9,21,123,117
1138908,3,21,6,3,3,36,33
1138909,3,24,24,18,9,75,60
1139000,3,0,0,0,0,0,0
1139100,3,0,0,0,0,0,0
1139200,3,0,0,0,0,3,0
1139300,3,0,0,0,0,6,6
1139401,3,0,0,0,0,3,0
1139402,3,0,0,0,0,3,0
1139500,3,0,0,0,0,0,0
1139600,3,0,0,0,0,0,0
1139700,3,0,0,0,0,0,0
1139800,3,6,21,3,9,36,33
1139900,3,12,12,9,0,33,24
1140000,3,21,24,12,3,63,48
1140100,3,15,15,9,3,42,30
1140200,3,9,9,9,6,30,21
1140300,3,27,18,9,12,66,54
1140400,3,6,6,6,3,24,15
1140500,3,15,9,0,12,33,30
1140600,3,24,24,9,15,72,60
1140700,3,9,12,6,3,30,27
1140800,3,15,18,9,9,48,42
1140900,3,0,6,0,9,18,18
1141000,3,12,18,6,6,42,36
1141100,3,12,15,3,6,36,33
1141200,3,12,15,6,15,48,39
1141300,3,12,18,9,3,39,33
1141400,3,18,12,3,9,45,39
1141500,3,21,15,9,12,57,48
1141600,3,27,9,6,15,57,54
1141700,3,24,6,6,12,54,48
1141800,3,12,15,12,6,45,33
1141900,3,12,6,6,9,30,27
1142000,3,9,12,9,12,45,36
1142100,3,9,12,6,6,33,24
1142200,3,18,36,12,15,78,66
1142300,3,6,6,3,6,18,15
1142400,3,6,15,9,3,33,24
1142500,3,9,33,12,9,63,54
1142600,3,9,24,12,3,45,33
1142700,3,15,18,3,15,51,48
1142800,3,12,15,9,9,42,36
1142900,3,0,15,9,6,33,24
1143000,3,9,12,12,15,48,36
1143100,3,0,0,0,0,0,0
1143200,3,0,0,0,0,0,0
1143300,3,3,9,15,0,30,18
1143400,3,12,15,9,12,48,39
1143500,3,6,15,6,9,36,30
1143600,3,15,9,6,9,36,33
1143700,3,9,9,9,6,39,27
1143800,3,12,12,3,6,33,27
1143900,3,0,0,0,0,0,0
1144000,3,18,36,15,9,78,60
1144100,3,15,12,9,9,45,36
1144200,3,15,24,9,15,60,51
1144300,3,9,15,9,6,39,33
1144400,3,27,15,6,12,60,54
1144500,3,0,0,0,0,6,0
1144600,3,24,21,9,12,60,54
1144700,3,0,0,0,0,0,0
1144800,3,0,0,0,0,0,0
1144900,3,12,9,3,6,33,30
1145000,3,0,0,0,0,3,0
1145100,3,0,0,0,0,0,0
1145200,3,15,15,3,9,42,36
1145300,3,18,9,3,9,39,33
1145401,3,0,0,0,0,0,0
1145402,3,0,0,0,0,3,0
1145500,3,21,9,3,9,42,39
1145600,3,27,15,15,21,75,60
1145701,3,21,18,12,9,60,48
1145702,3,12,15,3,6,36,33
1145800,3,18,33,18,24,93,72
1145900,3,9,15,6,6,39,33
1146000,3,18,21,9,9,54,48
1146101,3,15,6,3,6,27,27
1146102,3,21,6,3,9,39,36
1146200,3,6,24,9,9,48,42
1146301,3,18,18,6,6,45,39
1146302,3,15,18,3,9,45,42
1146400,3,21,30,12,6,72,60
1146500,3,27,27,12,15,81,69
1146601,3,24,12,9,3,48,39
1146602,3,3,6,6,6,21,12
1146700,3,0,0,0,0,0,0
1146800,3,9,18,9,9,39,33
1146900,3,9,3,3,3,21,21
1147000,3,39,39,15,24,111,99
1147100,3,48,39,6,21,114,105
1147200,3,30,36,6,12,84,78
1147300,3,21,24,6,9,63,54
1147400,3,18,18,18,9,63,48
1147500,3,6,3,0,6,15,15
1147600,3,6,9,9,3,24,15
1147700,3,12,33,6,6,57,51
1147800,3,12,21,12,9,51,39
1147900,3,15,18,6,3,42,36
1148000,3,12,15,12,3,39,30
1148100,3,12,12,12,6,39,30
1148200,3,9,24,6,6,45,39
1148300,3,9,9,3,6,30,27
1148400,3,33,24,9,12,75,66
1148500,3,9,27,15,9,63,48
1148600,3,9,18,6,12,48,42
1148700,3,24,15,3,9,45,42
1148800,3,9,12,6,6,33,27
1148900,3,9,15,9,3,36,27
1149000,3,21,27,9,12,69,60
1149100,3,18,9,6,9,42,36
1149200,3,27,15,3,9,54,51
1149300,3,27,21,12,12,72,57
1149400,3,87,27,12,24,147,135
1149500,3,0,0,0,0,0,0
1149600,3,30,12,6,6,54,48
1149700,3,27,12,12,9,57,45
1149800,3,0,0,0,0,0,0
1149900,3,0,0,0,0,0,0
1150000,3,12,30,9,6,54,45
1150100,3,21,27,9,18,75,66
1150200,3,12,33,9,9,63,51
1150300,3,15,15,6,6,39,33
1150400,3,39,36,6,12,93,87
1150500,3,21,24,3,6,60,54
1150601,3,18,24,3,6,54,51
1150602,3,27,24,21,6,78,57
1150603,3,21,9,0,6,39,36
1150604,3,9,3,0,3,18,15
1150702,3,0,0,0,0,0,0
1150703,3,9,18,9,3,42,33
1150704,3,12,12,3,3,24,24
1150801,3,15,9,9,6,39,27
1150802,3,6,3,0,3,12,9
1150903,3,18,21,3,3,42,42
1150904,3,12,12,6,9,39,33
1150905,3,21,18,9,3,48,39
1150906,3,12,15,0,6,36,33
1150907,3,15,18,9,6,51,42
1150908,3,18,9,3,6,36,33
1150909,3,27,9,3,3,42,36
1151001,3,24,15,3,6,48,48
1151002,3,27,12,3,6,45,42
1151003,3,18,12,0,0,30,33
1151004,3,33,12,0,6,48,45
1151101,3,12,12,3,3,30,27
1151102,3,42,39,24,6,111,87
1151200,3,18,15,3,3,39,36
1151301,3,27,12,3,6,48,45
1151302,3,6,6,0,3,15,15
1151401,3,0,0,0,0,0,0
1151402,3,0,0,0,0,0,0
1151500,3,0,0,0,0,0,0
1151600,3,0,0,0,0,0,0
1151701,3,0,0,0,0,6,0
1151702,3,0,0,0,0,0,0
1151800,3,6,6,3,0,9,9
1151901,3,6,6,3,3,15,12
1151902,3,3,12,3,3,21,18
1152000,3,24,12,0,3,36,36
1152100,3,9,6,0,0,18,18
1152201,3,33,15,15,21,84,69
1152202,3,12,3,0,3,18,18
1152301,3,0,0,0,0,0,0
1152302,3,6,0,3,0,12,12
1152401,3,9,3,3,0,15,12
1152402,3,42,9,3,3,60,54
1152501,3,18,6,0,6,30,30
1152502,3,15,9,6,0,30,27
1152601,3,9,3,0,6,21,18
1152602,3,3,6,0,0,12,9
1152700,3,21,15,9,0,42,36
1152800,3,27,15,3,6,48,45
1152900,3,54,18,6,12,90,84
1153001,3,93,21,0,9,123,123
1153002,3,96,18,3,18,135,132
1153003,3,42,18,0,12,72,72
1153004,3,54,27,3,15,99,96
1153100,3,120,51,6,39,210,204
1153203,3,69,18,9,21,120,111
1153204,3,15,6,0,3,21,21
1153205,3,27,9,3,9,48,51
1153206,3,42,18,3,12,72,72
1153207,3,9,3,0,6,15,15
1153208,3,42,21,3,12,75,72
1153300,3,99,36,3,30,168,165
1153401,3,69,18,3,15,105,102
1153402,3,90,24,6,48,168,162
1153501,3,60,18,3,15,96,93
1153503,3,78,15,3,15,114,108
1153504,3,42,15,3,18,75,72
1153505,3,57,18,0,12,90,87
1153601,3,60,15,6,9,90,81
1153602,3,57,12,6,15,90,84
1153604,3,21,3,3,9,33,33
1153605,3,30,9,0,9,51,48
1153606,3,24,6,0,6,36,36
1153607,3,24,9,3,6,39,36
1153701,3,57,24,84,72,237,153
1153702,3,54,39,9,21,123,114
1153801,3,111,66,9,33,222,210
1153802,3,27,21,12,15,72,60
1153900,3,93,21,3,30,147,144
1154001,3,33,3,3,12,51,48
1154002,3,24,9,3,9,48,45
1154003,3,39,6,3,9,57,54
1154004,3,18,9,0,15,42,39
1154005,3,21,3,0,12,39,39
1154101,3,60,15,6,24,108,102
1154102,3,81,27,3,33,144,141
1154201,3,39,6,0,12,57,57
1154202,3,39,9,3,6,57,54
1154203,3,18,15,0,6,39,36
1154301,3,39,15,0,12,66,63
1154302,3,18,6,3,18,42,39
1154303,3,15,12,0,6,36,33
1154304,3,33,6,3,9,51,48
1154305,3,39,12,3,9,66,60
1154306,3,12,3,0,9,27,24
1154400,3,63,36,12,30,141,129
1154501,3,48,21,0,12,81,78
1154502,3,18,6,0,12,36,36
1154503,3,24,21,6,12,66,57
1154504,3,6,12,0,18,36,36
1154601,3,21,18,6,12,60,51
1154602,3,30,9,0,15,54,54
1154701,3,93,36,6,60,201,192
1154702,3,42,21,3,18,87,84
1154801,3,30,3,0,18,51,51
1154802,3,6,6,6,18,39,30
1154803,3,27,6,3,15,51,48
1154804,3,12,0,3,15,30,27
1154901,3,33,15,3,15,72,66
1154902,3,30,6,3,6,45,42
1154903,3,24,9,0,15,48,51
1155000,3,39,9,6,21,72,66
1155101,3,21,12,3,3,45,39
1155102,3,27,12,6,18,60,57
1155103,3,21,15,3,9,45,45
1155200,3,96,15,0,18,135,132
1155300,3,72,12,6,18,111,102
1155401,3,30,12,3,9,57,54
1155402,3,27,9,3,6,48,42
1155500,3,108,48,12,48,216,204
1155601,3,21,15,0,12,45,45
1155602,3,18,3,3,9,36,33
1155603,3,3,12,0,18,36,33
1155700,3,45,24,3,24,93,93
1155800,3,6,12,3,9,30,27
1155900,3,90,63,21,48,222,204
1156000,3,66,42,15,30,153,138
1156100,3,39,21,3,21,81,81
1156200,3,66,30,3,27,120,117
1156300,3,48,18,6,15,84,81
1156400,3,39,33,9,36,120,114
1156501,3,12,3,3,3,27,21
1156502,3,3,3,3,24,30,30
1156503,3,12,9,3,9,36,33
1156504,3,27,12,0,9,54,51
1156505,3,6,6,6,6,18,15
1156506,3,9,6,3,27,48,45
1156507,3,9,3,0,6,18,18
1156600,3,93,30,27,30,180,156
1156700,3,126,57,15,33,231,216
1156800,3,84,57,24,39,201,177
1156900,3,36,24,0,18,75,75
1157000,3,57,27,6,30,120,117
1157100,3,72,33,9,18,129,120
1157200,3,39,15,3,9,66,63
1157301,3,45,24,3,48,117,114
1157302,3,54,36,0,21,117,114
1157401,3,6,3,0,3,15,15
1157402,3,27,15,3,15,60,60
1157403,3,81,21,0,15,120,117
1157404,3,81,27,0,21,129,126
1157500,3,120,57,6,36,219,213
1157601,3,66,30,9,27,129,123
1157602,3,42,30,3,15,93,90
1157700,3,99,33,6,36,174,168
1157800,3,75,30,9,51,165,159
1157901,3,21,12,3,18,54,51
1157902,3,18,6,0,9,36,33
1157903,3,27,12,3,9,54,48
1157904,3,21,9,3,6,45,42
1157905,3,21,12,3,3,39,36
1157906,3,21,21,6,6,51,48
1158000,3,75,21,9,30,135,126
1158101,3,108,42,3,36,192,189
1158102,3,15,6,3,6,30,27
1158200,3,72,42,6,21,138,129
1158300,3,102,69,24,39,237,213
1158401,3,51,57,9,21,144,135
1158403,3,24,42,3,15,78,75
1158405,3,93,24,12,9,138,126
1158406,3,3,6,0,3,12,15
1158407,3,36,15,0,12,66,63
1158501,3,0,0,0,0,3,0
1158502,3,96,48,12,21,177,165
1158600,3,63,57,24,21,159,138
1158700,3,57,54,15,27,150,135
1158800,3,51,78,18,42,186,168
1158900,3,96,93,21,39,249,225
1159000,3,54,81,18,45,198,180
1159101,3,75,63,9,21,165,153
1159102,3,6,3,0,3,12,12
1159201,3,30,42,9,15,96,87
1159202,3,30,12,6,6,57,48
1159301,3,18,33,9,15,75,63
1159302,3,36,21,6,18,81,75
1159303,3,39,36,12,18,105,93
1159401,3,18,30,9,15,69,63
1159403,3,12,9,3,3,24,21
1159404,3,27,3,0,6,39,39
1159405,3,30,21,0,6,57,57
1159406,3,21,24,0,12,57,57
1159407,3,12,24,6,12,54,51
1159501,3,18,18,3,12,48,45
1159502,3,24,21,3,6,54,51
1159503,3,21,12,0,9,42,42
1159600,3,15,12,0,3,30,30
1159700,3,72,42,6,15,135,129
1159800,3,72,27,3,15,117,114
1159901,3,21,6,0,0,27,27
1159902,3,45,39,9,24,114,108
1160000,3,93,51,15,42,198,186
1160103,3,45,33,3,15,99,96
1160104,3,24,39,6,15,78,78
1160105,3,15,24,9,3,54,45
1160106,3,3,12,3,24,42,36
1160107,3,27,21,3,6,57,54
1160108,3,0,3,6,30,39,33
1160109,3,18,12,3,6,39,36
1160200,3,54,54,12,33,153,141
1160301,3,15,39,6,6,69,63
1160302,3,21,24,6,9,63,57
1160401,3,21,21,6,12,60,54
1160402,3,21,24,6,18,69,63
1160500,3,60,42,9,27,138,126
1160600,3,60,54,6,30,150,147
1160700,3,123,69,12,30,231,222
1160801,3,36,21,9,6,69,63
1160802,3,15,24,0,15,54,54
1160803,3,21,36,6,12,75,72
1160901,3,18,27,6,9,60,54
1160902,3,27,30,9,15,81,72
1160903,3,15,6,6,15,39,33
1161001,3,18,12,6,18,51,45
1161002,3,3,6,3,6,18,15
1161003,3,3,0,0,3,9,9
1161101,3,39,45,12,21,117,108
1161104,3,54,63,12,18,147,135
1161106,3,24,36,9,18,87,81
1161107,3,60,54,12,27,153,138
1161108,3,69,39,9,27,144,138
1161109,3,48,36,12,27,123,111
1161110,3,15,39,9,12,75,66
1161111,3,36,42,15,12,108,93
1161200,3,42,33,3,30,105,99
1161301,3,15,18,6,12,51,45
1161302,3,18,12,9,9,42,33
1161303,3,39,9,3,12,60,57
1161304,3,21,24,6,12,63,57
1161400,3,57,63,45,21,192,144
1161505,3,51,33,12,63,156,144
1161506,3,48,39,12,21,117,108
1161507,3,57,18,0,15,90,90
1161508,3,21,9,6,12,45,42
1161509,3,24,24,6,9,63,57
1161510,3,24,15,3,12,57,51
1161511,3,0,0,0,0,0,0
1161512,3,33,24,3,6,63,63
1161513,3,27,21,3,9,60,60
1161514,3,27,12,3,6,45,42
1161515,3,12,12,3,12,45,39
1161516,3,36,24,6,6,72,66
1161517,3,33,12,3,6,51,48
1161518,3,42,18,6,9,75,69
1161600,3,57,45,21,39,159,138
1161700,3,24,33,15,9,84,69
1161801,3,33,18,3,6,60,60
1161802,3,24,12,3,9,45,42
1161803,3,21,6,0,18,45,45
1161804,3,24,21,0,12,57,57
1161901,3,30,6,9,9,51,45
1161903,3,33,9,12,87,147,129
1161904,3,6,27,9,15,54,48
1161905,3,27,18,6,15,63,57
1162000,3,66,39,9,21,132,126
1162100,3,84,39,15,33,171,156
1162200,3,72,57,30,30,192,165
1162300,3,36,45,6,15,102,96
1162401,3,24,15,9,18,66,57
1162402,3,15,27,6,27,78,72
1162403,3,6,18,12,6,42,30
1162404,3,18,18,9,9,54,45
1162501,3,33,39,9,27,108,99
1162502,3,42,48,9,21,123,114
1162600,3,27,39,12,15,93,81
1162701,3,51,72,12,51,183,171
1162702,3,6,15,3,6,27,27
1162800,3,6,3,3,3,15,12
1162901,3,0,0,0,0,0,0
1162902,3,0,0,0,0,0,0
1163001,3,15,15,6,9,45,39
1163002,3,0,0,0,0,9,0
1163100,3,30,45,12,33,117,108
1163200,3,36,30,12,48,123,114
1163300,3,0,0,0,0,3,0
1163400,3,0,0,0,0,3,0
1163500,3,18,15,21,9,63,42
1163600,3,0,6,6,6,15,9
1163700,3,15,12,0,9,39,36
1163800,3,0,0,0,0,0,0
1163900,3,0,0,0,0,0,0
1164000,3,0,0,0,0,0,0
1164100,3,0,0,0,0,0,0
1164200,3,0,0,0,0,3,0
1164300,3,0,0,0,0,0,0
1164400,3,0,0,0,0,0,0
1164500,3,12,9,3,6,30,27
1164600,3,12,45,15,9,81,66
1164700,3,3,18,0,0,21,21
1164800,3,0,0,0,0,3,0
1164900,3,0,0,0,0,3,0
1165000,3,42,6,3,15,66,63
1165100,3,6,6,3,0,15,12
1165200,3,27,12,3,6,51,45
1165300,3,48,24,9,42,123,114
1165400,3,15,15,3,15,51,51
1165500,3,33,42,6,18,102,93
1165600,3,48,39,12,30,126,117
1165700,3,24,9,3,12,45,39
1165800,3,21,6,3,15,39,39
1165900,3,0,0,0,0,0,0
1166000,3,54,24,9,33,120,111
1166100,3,84,12,15,111,225,210
1166200,3,51,24,12,15,99,90
1166300,3,30,15,3,18,63,60
1166400,3,54,21,3,21,102,96
1166500,3,0,0,0,0,9,9
1166600,3,15,3,6,6,30,27
1166701,3,36,18,6,9,69,63
1166702,3,33,12,6,48,99,93
1166703,3,18,12,0,12,42,39
1166704,3,0,0,0,0,0,0
1166800,3,0,0,0,0,0,0
1166901,3,9,3,6,51,69,66
1166902,3,15,3,3,9,24,24
1166903,3,6,6,3,9,21,21
1167000,3,60,39,9,36,144,132
1167101,3,12,12,9,12,45,39
1167102,3,9,6,6,6,27,21
1167103,3,6,6,0,18,30,33
1167104,3,21,9,0,3,33,33
1167200,3,66,36,9,39,150,141
1167301,3,9,3,0,6,15,15
1167302,3,15,6,3,15,39,36
1167303,3,30,9,0,6,48,48
1167304,3,21,12,0,9,39,39
1167401,3,12,6,3,3,24,18
1167402,3,30,9,3,0,42,39
1167403,3,24,15,0,6,45,45
1167404,3,27,9,3,3,45,39
1167500,3,51,27,9,24,111,102
1167601,3,0,0,0,0,6,6
1167602,3,48,21,9,24,99,90
1167700,3,36,33,9,33,114,105
1167801,3,0,0,0,0,9,0
1167803,3,33,18,6,9,69,63
1167804,3,18,12,6,6,45,39
1167900,3,39,30,6,39,114,111
1168001,3,21,18,6,12,60,54
1168002,3,15,18,9,9,48,42
1168003,3,9,9,3,6,27,24
1168100,3,0,0,0,0,0,0
1168200,3,87,36,12,33,168,156
1168300,3,33,21,15,84,153,135
1168400,3,54,45,6,30,135,129
1168501,3,42,87,24,45,201,174
1168502,3,0,0,0,0,0,0
1168600,3,30,24,12,24,93,84
1168700,3,39,45,21,48,153,135
1168800,3,57,45,18,27,150,132
1168900,3,48,39,21,27,135,117
1169000,3,48,39,9,30,129,120
1169101,3,30,12,3,21,66,63
1169102,3,6,36,12,24,78,66
1169201,3,0,0,0,0,0,0
1169202,3,0,0,0,0,0,0
1169203,3,21,9,6,6,42,36
1169204,3,15,9,0,15,39,39
1169301,3,36,63,9,30,138,129
1169302,3,45,39,12,27,126,117
1169400,3,3,45,6,33,81,78
1169500,3,24,45,9,15,90,84
1169600,3,27,54,30,15,123,93
1169700,3,18,57,33,30,138,105
1169800,3,6,21,9,12,48,39
1169900,3,33,36,15,33,120,105
1170001,3,33,12,9,60,114,102
1170002,3,48,27,21,24,120,99
1170003,3,3,3,3,9,21,18
1170100,3,33,27,6,21,90,84
1170200,3,45,15,6,9,78,72
1170300,3,0,0,0,0,0,0
1170400,3,0,0,0,0,0,0
1170500,3,0,0,0,0,0,0
1170600,3,63,33,6,27,123,120
1170700,3,45,30,15,36,123,111
1170800,3,51,51,6,45,156,150
1170900,3,33,33,12,39,120,108
1171000,3,42,30,9,12,93,84
1171100,3,93,42,15,42,192,177
1171201,3,66,66,18,27,174,156
1171202,3,6,12,3,3,21,18
1171300,3,51,57,12,39,156,147
1171400,3,51,45,9,24,126,114
1171500,3,30,24,3,15,75,72
1171600,3,9,18,3,6,36,36
1171700,3,0,0,0,0,9,6
1171800,3,36,66,12,27,138,129
1171900,3,27,33,18,12,87,69
1172000,3,57,63,24,21,165,138
1172100,3,45,45,21,24,132,111
1172200,3,48,57,12,30,147,135
1172301,3,39,36,9,18,96,90
1172302,3,33,42,12,24,114,99
1172303,3,33,27,12,18,90,78
1172400,3,15,27,12,15,66,54
1172500,3,33,54,30,12,132,102
1172600,3,63,66,39,42,216,174
1172700,3,36,27,9,15,81,72
1172800,3,87,51,15,54,210,192
1172900,3,12,33,6,18,66,60
1173000,3,24,51,15,30,123,105
1173101,3,6,12,3,9,33,30
1173102,3,12,12,3,3,30,30
1173103,3,21,9,3,12,42,39
1173200,3,21,54,21,18,111,90
1173300,3,24,24,18,12,78,60
1173400,3,21,30,30,24,105,75
1173500,3,21,24,6,9,57,51
1173600,3,24,21,12,12,63,51
1173700,3,51,42,18,36,147,126
1173800,3,33,39,12,21,105,93
1173900,3,45,48,27,36,153,126
1174000,3,24,78,45,15,162,117
1174100,3,18,21,24,21,81,57
1174200,3,15,24,18,9,69,51
1174300,3,45,36,15,24,123,105
1174400,3,60,30,15,33,132,123
1174500,3,12,18,9,12,54,42
1174602,3,0,0,0,0,0,0
1174603,3,0,0,0,0,0,0
1174604,3,0,0,0,0,0,0
1174701,3,15,3,3,6,24,21
1174702,3,15,12,6,6,39,33
1174800,3,42,42,21,27,135,114
1174900,3,39,45,27,27,135,108
