meshblock_id,census_year_id,household,looking_after_child_not_own_household,looking_after_child_own_household,looking_after_not_own_household_member_who_is_ill_or_disable,looking_after_own_household_member_who_is_ill_or_disabled,none,not_elsewhere_included,total,total_stated,voluntary
2139000,3,117,9,12,9,3,12,3,150,129,18
2139100,3,24,0,3,3,0,0,3,0,27,6
2139200,3,51,6,6,6,0,3,0,6,54,12
2139300,3,108,12,18,9,9,6,0,15,111,21
2139400,3,66,9,9,6,0,12,9,6,78,15
2139500,3,72,9,15,9,3,6,3,12,81,15
2139601,3,0,0,0,0,0,0,0,0,0,0
2139603,3,90,12,18,6,6,9,6,9,99,18
2139604,3,0,0,0,0,0,0,0,0,0,0
2139700,3,147,24,12,12,6,12,18,219,162,18
2139800,3,78,12,12,9,3,18,15,6,96,9
2139900,3,93,12,6,6,3,15,12,51,114,12
2140001,3,18,3,3,6,3,0,0,0,18,6
2140002,3,81,9,12,6,6,9,9,6,93,15
2140100,3,66,9,6,3,3,6,12,6,72,12
2140200,3,102,18,15,15,6,6,6,18,108,18
2140300,3,30,3,0,3,0,6,6,18,39,3
2140400,3,51,3,3,3,0,3,0,33,54,9
2140500,3,105,12,18,12,3,6,9,9,111,21
2140600,3,75,9,6,3,3,9,6,12,87,12
2140700,3,99,12,12,18,6,9,9,6,114,18
2140800,3,78,12,9,9,6,12,12,6,93,12
2140900,3,54,3,3,0,3,3,3,9,60,6
2141001,3,102,12,15,9,0,9,9,12,111,21
2141002,3,0,0,0,0,0,0,0,0,0,0
2141100,3,78,15,3,3,3,12,3,111,96,18
2141200,3,0,0,0,0,0,0,0,96,0,0
2141300,3,213,24,30,9,12,18,12,60,234,30
2141400,3,72,12,15,3,0,3,6,6,75,21
2141500,3,93,9,15,9,3,15,6,9,111,18
2141600,3,60,9,18,6,3,3,3,6,66,9
2141700,3,93,15,15,9,6,18,6,9,108,9
2141800,3,69,6,12,6,3,3,6,6,75,12
2141900,3,51,6,6,3,3,3,9,9,54,12
2142000,3,69,12,27,12,3,6,12,30,78,12
2142100,3,90,18,15,6,3,9,15,3,102,21
2142200,3,51,6,15,6,6,6,9,9,57,15
2142300,3,51,12,12,3,3,0,0,9,54,9
2142400,3,144,27,24,6,3,12,18,9,156,21
2142500,3,66,15,24,9,9,6,3,9,75,12
2142600,3,66,15,9,6,6,15,9,18,84,15
2142700,3,36,3,3,3,3,3,0,0,39,6
2142800,3,90,12,12,6,3,9,6,3,102,9
2142900,3,6,0,0,0,0,0,0,6,9,0
2143000,3,75,6,6,9,3,6,12,6,81,15
2143100,3,72,6,18,3,0,18,9,6,93,18
2143200,3,57,12,15,6,3,3,0,9,63,12
2143300,3,18,6,0,3,0,3,0,318,21,0
2143400,3,15,3,0,0,0,3,0,57,15,3
2143500,3,36,6,3,3,0,0,0,126,36,6
2143600,3,57,12,6,3,0,6,0,9,66,9
2143700,3,48,9,12,3,3,9,3,24,57,6
2143800,3,60,12,9,0,0,3,6,3,63,12
2143900,3,105,15,15,6,6,12,21,24,123,12
2144000,3,72,9,15,3,3,6,3,15,81,9
2144101,3,24,0,6,0,0,3,6,3,27,6
2144102,3,141,9,12,9,3,18,9,51,162,24
2144103,3,189,15,9,6,3,18,9,3,213,9
2144200,3,261,24,15,12,12,45,42,9,318,45
2144300,3,111,6,6,3,3,9,15,177,123,9
2144400,3,93,15,30,9,6,36,39,6,147,18
2144500,3,276,15,18,3,9,39,18,126,321,21
2144600,3,63,9,15,12,9,30,24,72,96,15
2144700,3,27,6,6,0,3,0,6,3,30,3
2144800,3,99,18,42,15,18,24,42,3,135,15
2144900,3,21,6,0,3,0,0,6,30,21,3
2145001,3,21,6,3,3,3,3,6,0,21,6
2145002,3,57,6,9,3,3,6,0,6,63,9
2145003,3,30,6,0,0,3,3,9,3,30,3
2145004,3,39,3,0,0,0,6,6,3,45,6
2145005,3,33,9,6,3,3,3,0,9,36,12
2145100,3,126,9,21,9,9,15,9,12,141,15
2145200,3,72,15,15,9,3,6,6,6,81,21
2145300,3,78,6,3,3,0,24,33,144,105,12
2145400,3,18,0,3,0,0,3,0,36,18,3
2145500,3,60,3,9,3,3,0,6,9,60,12
2145601,3,108,12,9,6,3,21,27,3,129,12
2145602,3,117,12,12,0,9,24,3,54,141,15
2145700,3,54,3,9,3,0,9,0,69,66,9
2145800,3,51,6,3,6,3,3,3,9,54,9
2145900,3,18,0,6,0,0,3,0,3,18,0
2146000,3,99,15,9,9,0,12,21,3,114,12
2146100,3,87,9,9,3,0,15,18,66,105,9
2146200,3,57,9,3,3,6,6,15,21,63,12
2146300,3,276,33,9,21,9,36,18,30,315,33
2146400,3,90,6,18,3,3,6,6,6,96,12
2146500,3,57,6,9,12,3,18,36,6,81,18
2146600,3,51,12,6,6,0,3,0,3,54,15
2146700,3,75,6,6,0,0,0,6,3,75,9
2146800,3,0,0,0,0,0,0,0,414,0,0
2146900,3,0,0,0,0,0,0,0,3,0,0
2147000,3,24,0,3,0,3,6,3,6,30,6
2147100,3,99,12,12,9,12,9,18,9,108,18
2147200,3,120,12,12,9,3,12,15,6,132,18
2147300,3,75,3,15,3,3,3,3,6,78,12
2147400,3,60,6,0,3,3,6,6,3,69,12
2147500,3,84,12,15,9,6,9,12,12,99,12
2147600,3,108,18,24,9,3,6,12,12,117,27
2147700,3,87,12,15,9,6,6,6,3,96,21
2147800,3,0,0,0,0,0,0,0,0,0,0
2147900,3,6,0,0,0,0,0,0,111,9,0
2148000,3,75,9,9,3,3,15,3,75,93,15
2148100,3,39,3,3,3,0,3,6,75,45,3
2148201,3,0,0,0,0,0,0,0,84,0,0
2148202,3,0,0,0,0,0,0,0,42,6,0
2148300,3,6,0,0,0,0,0,0,108,6,0
2148400,3,270,30,24,18,12,30,9,30,306,36
2148500,3,57,9,6,9,3,15,3,258,81,12
2148601,3,27,0,6,0,0,3,9,69,27,3
2148602,3,12,0,0,0,0,3,6,3,15,3
2148700,3,21,0,0,0,0,3,15,24,24,6
2148800,3,0,0,0,0,0,0,0,3,0,0
2148900,3,111,9,18,12,0,15,9,6,123,21
2149000,3,45,6,12,3,3,0,0,3,48,9
2149100,3,9,0,0,0,0,0,0,48,12,0
2149200,3,15,0,9,3,3,51,54,3420,66,3
2149300,3,0,0,0,0,0,0,0,24,0,0
2149400,3,126,18,45,12,3,9,6,9,135,21
2149500,3,51,3,12,3,0,3,3,3,54,18
2149600,3,84,15,36,12,6,6,0,6,90,24
2149700,3,117,21,36,9,3,6,3,12,123,30
2149800,3,51,6,18,6,6,0,3,6,51,18
2149900,3,90,6,27,9,3,0,3,9,90,9
2150000,3,60,6,12,3,3,6,3,9,69,9
2150100,3,48,3,6,3,3,12,9,12,60,9
2150200,3,108,9,9,9,3,6,6,12,111,15
2150300,3,72,9,9,3,0,6,3,0,75,15
2150400,3,105,15,39,9,9,3,6,12,108,18
2150500,3,102,15,54,12,12,3,3,18,105,21
2150600,3,69,12,27,15,3,3,3,12,72,15
2150700,3,78,18,36,6,3,6,3,6,87,21
2150800,3,96,12,27,6,6,3,9,66,99,24
2150900,3,120,18,39,6,3,3,9,45,126,27
2151000,3,126,15,27,15,6,6,6,12,135,27
2151100,3,78,12,39,9,3,3,0,6,84,21
2151201,3,66,9,12,12,3,3,9,12,72,24
2151202,3,9,0,0,0,0,0,0,0,6,0
2151300,3,132,18,21,9,6,6,21,12,138,15
2151400,3,81,12,27,9,3,3,3,12,84,21
2151500,3,84,6,21,3,3,3,3,9,87,12
2151600,3,54,6,9,6,3,9,12,12,60,0
2151700,3,60,6,15,6,3,6,6,42,66,12
2151800,3,93,12,18,6,3,3,0,12,93,21
2151900,3,72,9,21,6,6,3,3,9,78,12
2152000,3,69,12,9,3,6,3,6,6,75,15
2152100,3,72,9,9,3,3,3,3,3,81,12
2152201,3,60,9,9,6,3,6,9,54,66,15
2152202,3,30,3,6,3,0,6,0,3,33,3
2152301,3,24,6,6,0,3,3,3,0,27,3
2152302,3,45,6,6,3,6,6,0,6,51,15
2152401,3,36,3,3,0,3,3,3,0,36,3
2152402,3,57,6,12,9,6,3,0,3,60,15
2152501,3,51,0,3,0,0,6,3,3,57,15
2152502,3,18,0,3,0,0,3,0,0,18,6
2152600,3,99,12,15,6,6,6,0,9,105,15
2152700,3,75,9,18,3,0,6,3,6,81,24
2152800,3,57,9,9,3,0,3,6,3,60,12
2152900,3,72,9,9,6,0,6,0,15,78,12
2153000,3,75,12,27,9,9,6,0,27,84,24
2153100,3,33,6,6,3,3,3,3,15,39,9
2153200,3,0,0,0,0,0,0,0,0,0,0
2153300,3,192,27,33,9,9,81,6,18,285,39
2153400,3,39,9,9,6,3,9,6,249,51,12
2153501,3,57,9,15,6,6,6,3,27,63,12
2153502,3,21,6,9,3,0,0,0,15,21,6
2153601,3,18,0,0,0,0,6,0,3,24,0
2153603,3,51,9,24,3,6,3,0,9,54,15
2153604,3,24,3,6,0,0,0,3,3,24,3
2153605,3,30,3,9,0,0,0,0,6,30,6
2153701,3,39,6,15,9,6,0,0,6,42,15
2153702,3,12,0,0,0,0,0,0,30,9,0
2153800,3,69,18,36,9,6,3,3,9,69,27
2153900,3,66,9,12,6,3,6,3,3,75,18
2154000,3,93,9,18,9,6,6,6,27,99,18
2154100,3,102,12,24,9,9,6,3,69,108,21
2154200,3,90,18,9,15,0,6,12,27,99,27
2154300,3,69,9,15,6,3,3,9,42,78,24
2154400,3,33,3,6,6,3,3,3,102,33,9
2154500,3,36,9,6,3,3,3,0,6,39,15
2154600,3,96,12,24,6,9,3,0,12,102,21
2154701,3,39,9,12,6,0,3,0,6,39,6
2154702,3,21,6,12,3,0,3,0,6,24,9
2154800,3,75,12,9,9,0,9,3,9,81,24
2154900,3,87,15,15,3,6,6,6,51,96,12
2155000,3,72,9,21,6,3,3,9,3,81,15
2155100,3,48,6,9,3,0,0,3,6,45,9
2155200,3,147,27,15,6,6,6,6,6,159,24
2155300,3,18,0,3,0,0,0,3,1587,24,9
2155400,3,0,0,0,0,0,0,0,9,0,0
2155500,3,60,9,15,0,0,0,0,9,63,9
2155600,3,42,3,3,3,3,6,3,3,48,12
2155700,3,27,3,0,3,0,0,0,0,30,9
2155800,3,144,12,18,9,3,3,12,3,150,27
2155900,3,90,12,27,9,3,6,0,6,99,12
2156000,3,30,6,3,6,0,0,3,3,33,12
2156100,3,48,6,12,9,6,6,0,9,54,9
2156200,3,90,3,15,3,6,9,12,9,102,24
2156300,3,39,3,12,3,3,0,6,3,42,9
2156400,3,111,15,36,6,9,6,6,15,114,30
2156500,3,30,3,3,3,0,0,12,0,30,6
2156600,3,57,3,9,6,6,9,6,0,66,9
2156700,3,99,18,21,12,6,9,3,6,108,33
2156801,3,0,0,0,0,0,0,0,0,6,0
2156802,3,48,6,3,3,0,3,6,6,54,18
2156901,3,15,3,3,0,0,3,3,0,15,6
2156902,3,66,3,6,0,6,9,3,3,75,9
2157000,3,27,3,3,3,0,3,0,9,30,6
2157101,3,21,6,3,3,0,0,0,0,24,6
2157102,3,51,0,9,3,3,18,21,21,69,15
2157200,3,87,9,6,6,3,12,9,0,102,15
2157300,3,111,9,9,6,3,9,21,21,129,18
2157400,3,72,6,6,3,3,6,3,6,81,12
2157500,3,297,42,48,12,15,105,21,33,411,45
2157600,3,108,12,15,9,3,9,12,24,117,24
2157701,3,24,9,6,0,0,3,3,3,30,0
2157702,3,60,6,0,3,3,6,9,39,66,9
2157800,3,36,3,3,3,3,3,6,9,42,12
2157900,3,132,24,12,12,6,12,21,18,147,18
2158000,3,57,9,15,0,0,3,3,12,63,12
2158100,3,42,3,9,3,0,3,9,6,48,9
2158200,3,105,9,18,3,3,9,9,6,117,21
2158300,3,54,9,12,0,3,6,0,6,60,12
2158400,3,108,21,24,6,0,9,0,9,117,21
2158500,3,69,9,21,6,3,3,6,12,72,15
2158600,3,108,12,9,3,0,6,9,6,114,15
2158700,3,48,0,12,6,3,3,6,3,51,9
2158800,3,99,15,18,9,6,15,9,81,111,21
2158900,3,60,9,6,3,3,6,0,3,66,18
2159000,3,69,12,6,9,3,0,15,6,69,6
2159100,3,75,12,3,6,0,3,6,6,84,18
2159201,3,30,6,15,3,6,6,6,6,42,6
2159202,3,48,9,12,3,6,6,12,6,54,12
2159203,3,36,6,0,6,3,9,6,3,45,6
2159204,3,48,3,6,3,3,6,0,24,57,9
2159300,3,0,0,0,0,0,0,0,3,0,0
2159400,3,48,6,6,3,3,3,3,3,51,9
2159500,3,123,12,9,24,3,45,45,6,189,30
2159601,3,48,9,3,6,0,21,6,3,72,9
2159602,3,39,6,0,6,0,0,3,9,42,6
2159603,3,57,9,6,6,3,9,12,0,66,12
2159604,3,39,6,3,3,0,3,3,3,42,9
2159605,3,66,6,3,3,0,6,3,0,75,9
2159606,3,39,6,3,0,0,6,3,3,42,6
2159700,3,54,6,6,6,0,12,18,3,66,6
2159801,3,0,0,0,0,0,0,0,0,0,0
2159802,3,18,3,12,0,0,6,9,3,27,6
2159900,3,57,9,6,3,3,3,9,3,63,9
2160000,3,132,15,42,12,9,9,6,18,147,30
2160101,3,156,30,75,12,12,12,12,27,171,30
2160102,3,114,12,51,6,15,12,12,3,126,24
2160200,3,48,12,27,9,6,3,6,3,48,9
2160301,3,21,3,12,0,0,0,0,3,21,6
2160302,3,24,0,3,3,3,3,0,0,24,3
2160303,3,21,3,6,3,3,3,3,3,24,6
2160400,3,15,0,6,0,0,0,0,3,18,6
2160500,3,66,12,15,12,6,3,3,6,69,15
2160600,3,87,18,27,12,6,9,3,15,99,30
2160700,3,129,15,21,9,3,9,9,9,144,30
2160801,3,30,9,6,3,6,3,3,6,33,12
2160802,3,15,0,0,0,0,0,0,0,15,0
2160900,3,90,18,21,6,6,9,6,12,102,15
2161000,3,132,21,51,18,6,9,15,9,144,27
2161100,3,102,12,45,6,3,6,9,6,111,24
2161201,3,39,3,15,6,3,0,3,6,39,9
2161202,3,24,3,3,3,0,0,3,0,24,3
2161300,3,114,15,27,12,9,3,15,12,123,21
2161400,3,93,12,30,3,3,0,3,12,96,15
2161501,3,30,0,6,3,0,3,3,3,33,3
2161502,3,60,3,18,3,3,3,6,12,66,3
2161503,3,27,3,6,0,0,0,0,6,30,3
2161601,3,27,9,9,6,6,3,12,6,33,3
2161602,3,21,6,9,6,0,3,3,0,24,3
2161700,3,66,12,15,0,0,3,12,6,75,12
2161800,3,111,15,36,6,9,3,18,12,117,24
2161900,3,126,21,24,9,3,9,15,36,135,18
2162000,3,57,6,15,6,6,6,6,18,63,12
2162100,3,102,24,24,9,6,6,12,24,108,21
2162200,3,84,9,24,15,6,6,12,45,93,18
2162300,3,81,12,27,3,3,3,6,105,90,21
2162400,3,93,18,30,12,6,9,12,18,108,21
2162500,3,102,12,30,9,6,3,3,9,108,18
2162600,3,63,18,21,9,3,3,6,12,69,18
2162700,3,0,0,0,0,0,0,0,6,0,0
2162800,3,51,3,24,3,3,3,0,6,54,9
2162901,3,39,6,15,9,3,3,6,0,42,12
2162902,3,36,6,15,6,3,0,0,3,39,12
2162903,3,39,3,9,6,0,3,3,9,42,6
2163000,3,45,3,9,3,0,3,3,6,51,3
2163100,3,75,6,15,9,6,6,12,9,87,18
2163201,3,30,3,15,6,3,0,0,9,30,9
2163202,3,63,15,24,6,3,3,3,3,66,15
2163300,3,75,3,12,12,3,39,36,81,120,15
2163400,3,48,6,12,6,3,6,12,123,57,6
2163500,3,48,6,3,0,0,9,18,66,60,6
2163600,3,15,3,6,3,3,0,6,102,18,3
2163700,3,51,9,12,0,0,3,3,3,54,9
2163800,3,24,3,9,6,0,3,3,3,24,3
2163900,3,81,9,15,9,6,6,12,33,90,18
2164000,3,57,6,9,3,6,6,6,3,66,9
2164100,3,78,6,15,3,9,9,18,0,90,18
2164200,3,69,9,12,6,3,6,12,18,78,6
2164300,3,96,12,24,6,6,3,9,9,105,27
2164400,3,0,0,0,0,0,0,0,0,0,0
2164500,3,96,9,21,9,6,9,6,3,108,27
2164600,3,78,6,6,3,0,3,15,162,81,15
2164700,3,159,24,36,18,9,6,24,39,171,36
2164800,3,123,6,30,6,12,12,21,6,138,18
2164901,3,54,0,3,0,0,3,9,0,57,6
2164902,3,60,3,6,3,0,6,3,12,66,12
2165000,3,99,9,15,9,6,9,9,3,117,21
2165100,3,18,6,9,3,6,0,3,9,21,6
2165200,3,96,12,21,6,3,15,30,105,114,12
2165300,3,93,12,12,6,3,18,12,30,114,18
2165400,3,279,33,63,12,12,30,36,36,312,45
2165500,3,126,21,27,12,9,57,21,93,189,24
2165600,3,57,15,6,6,3,3,3,6,60,12
2165700,3,36,9,9,3,9,3,6,24,48,9
2165800,3,36,3,9,3,3,0,0,171,36,9
2165900,3,66,6,3,3,3,9,6,15,75,9
2166000,3,0,0,0,0,0,0,0,9,0,0
2166100,3,33,3,12,6,3,15,24,3,57,12
2166200,3,36,3,24,3,3,18,12,0,57,9
2166301,3,21,6,9,0,3,3,3,0,24,6
2166302,3,15,0,0,0,0,0,0,0,15,0
2166303,3,60,6,18,3,3,3,0,3,63,9
2166400,3,90,21,24,9,3,9,12,6,99,12
2166500,3,93,18,48,9,6,12,9,6,105,18
2166600,3,57,12,15,6,3,6,6,9,60,9
2166700,3,51,9,15,6,3,3,0,9,54,12
2166800,3,144,24,42,12,12,30,33,6,177,24
2166900,3,36,6,6,3,3,0,6,51,42,6
2167000,3,45,6,12,3,3,6,12,27,54,3
2167100,3,54,12,3,6,6,3,6,63,54,9
2167200,3,33,3,12,0,3,3,3,0,42,12
2167300,3,111,15,18,15,6,12,27,48,126,30
2167400,3,150,21,21,9,12,12,21,9,165,21
2167500,3,147,18,18,9,3,15,18,102,165,30
2167600,3,54,12,15,6,3,3,12,6,66,9
2167700,3,78,12,21,12,3,3,12,12,81,18
2167800,3,75,18,12,9,6,3,9,6,81,18
2167900,3,93,9,18,9,0,12,6,3,108,24
2168000,3,84,15,18,12,6,9,15,15,96,18
2168100,3,81,12,18,3,9,3,6,6,84,21
2168200,3,99,18,27,15,15,9,12,9,114,12
2168300,3,0,0,0,0,0,18,24,51,18,0
2168400,3,63,9,12,9,3,6,21,87,69,9
2168500,3,39,9,3,3,3,0,9,99,39,9
2168600,3,69,12,12,6,9,15,21,21,84,15
2168700,3,33,3,3,3,3,6,12,75,39,6
2168800,3,48,9,9,3,3,9,9,75,60,15
2168900,3,54,6,18,3,6,3,6,21,60,12
2169000,3,51,12,12,6,0,3,3,3,54,15
2169101,3,132,18,57,6,9,21,51,15,162,18
2169102,3,60,9,18,6,3,12,9,9,75,15
2169200,3,66,15,18,9,3,6,15,18,72,21
2169300,3,150,27,72,15,24,21,27,18,183,39
2169401,3,69,15,21,12,3,12,12,6,81,18
2169402,3,0,0,0,0,0,0,0,0,6,0
2169500,3,0,0,0,0,0,0,0,0,0,0
2169600,3,117,12,24,6,3,9,12,9,123,15
2169700,3,81,9,12,3,6,33,12,6,120,15
2169800,3,90,9,27,9,9,9,9,15,99,15
2169901,3,21,3,0,0,0,3,0,0,21,3
2169902,3,18,0,0,0,0,3,12,6,21,3
2170000,3,63,9,18,9,6,3,6,6,72,18
2170101,3,57,15,18,6,3,3,3,21,60,18
2170102,3,96,3,15,6,3,15,12,6,108,21
2170200,3,72,15,24,9,3,6,0,3,81,21
2170300,3,21,3,9,0,3,3,3,72,30,3
2170400,3,78,12,21,9,12,15,15,6,96,21
2170500,3,36,9,9,0,6,6,3,6,45,9
2170600,3,60,9,30,6,6,6,3,3,69,15
2170700,3,117,18,39,12,12,27,33,15,153,33
2170800,3,90,24,33,9,15,9,15,9,102,21
2170901,3,51,6,12,6,0,0,3,129,54,9
2170902,3,0,0,0,0,0,0,0,0,0,0
2171001,3,15,3,3,0,9,0,0,12,15,3
2171002,3,30,6,6,6,0,12,18,0,42,6
2171003,3,15,0,9,0,3,9,6,0,27,3
2171004,3,0,0,0,0,0,0,0,0,0,0
2171005,3,12,3,0,3,0,6,6,0,18,3
2171006,3,0,0,0,0,0,0,0,0,0,0
2171007,3,0,0,0,0,0,0,0,0,0,0
2171100,3,54,9,12,9,3,51,15,48,105,9
2171200,3,159,24,51,9,12,21,21,81,186,30
2171300,3,54,3,3,9,9,36,60,93,96,21
2171400,3,75,9,24,6,0,9,12,9,87,21
2171500,3,45,9,24,6,6,3,6,0,51,9
2171600,3,66,9,18,3,6,15,9,6,81,12
2171700,3,66,15,15,9,6,6,15,12,72,9
2171800,3,114,15,36,6,9,12,12,21,129,12
2171900,3,60,18,30,3,3,3,3,0,66,12
2172000,3,105,15,36,18,18,24,21,9,132,21
2172100,3,75,21,27,6,3,6,0,6,84,18
2172200,3,84,18,42,9,6,3,3,9,90,12
2172300,3,87,15,24,15,6,21,51,6,123,27
2172400,3,39,6,15,3,0,6,9,0,48,6
2172500,3,60,15,27,6,9,12,12,18,75,12
2172600,3,51,6,15,3,3,3,18,3,57,12
2172700,3,105,24,39,12,6,36,15,36,144,15
2172800,3,33,9,9,3,3,0,3,9,36,9
2172900,3,54,6,15,9,3,3,3,12,63,6
2173000,3,72,9,30,6,6,9,3,12,81,12
2173100,3,63,9,12,6,6,3,12,6,66,12
2173200,3,0,0,0,0,0,0,0,3,0,0
2173300,3,93,18,39,9,6,3,9,6,96,18
2173400,3,57,12,33,3,3,3,3,3,60,15
2173501,3,18,3,6,3,3,0,3,6,21,3
2173502,3,45,15,18,3,3,6,6,0,48,6
2173503,3,48,6,18,6,0,0,0,3,48,9
2173600,3,51,9,30,6,6,3,9,51,57,15
2173700,3,51,12,27,3,3,3,6,6,54,9
2173800,3,51,9,12,6,3,9,6,6,60,6
2173900,3,96,12,33,9,15,15,18,9,111,15
2174000,3,138,18,39,12,9,15,12,12,156,18
2174100,3,39,12,12,3,0,6,12,15,42,15
2174200,3,105,21,42,9,9,6,6,6,117,12
2174300,3,45,18,15,9,0,3,3,3,51,9
2174400,3,69,9,21,9,3,3,6,12,72,12
2174500,3,51,6,15,3,6,3,6,3,57,9
2174600,3,114,15,45,12,9,15,18,18,132,24
2174700,3,135,30,69,12,9,18,18,21,159,27
2174800,3,120,15,39,15,9,15,18,33,141,24
2174900,3,72,9,27,6,12,3,9,9,78,6
2175000,3,69,15,21,3,6,6,6,21,78,9
2175100,3,102,15,39,6,12,9,6,12,114,12
2175200,3,102,27,33,6,12,12,6,12,114,18
2175300,3,90,18,48,12,12,12,18,12,111,21
2175400,3,90,12,36,18,12,6,15,36,99,18
2175501,3,60,6,24,9,9,6,3,9,69,18
2175502,3,9,0,0,0,0,0,6,300,6,0
2175600,3,0,0,0,0,0,0,0,237,0,0
2175700,3,33,6,15,0,0,0,6,813,33,9
2175800,3,90,18,30,6,3,0,12,21,93,15
2175900,3,60,15,36,6,6,9,9,6,75,15
2176000,3,60,6,15,6,3,12,6,21,72,9
2176100,3,60,9,18,6,3,3,9,3,66,3
2176200,3,0,0,0,0,0,0,0,54,0,0
2176300,3,0,0,0,0,0,0,0,3,0,0
2176400,3,15,3,6,3,3,3,12,21,18,0
2176500,3,93,24,48,9,9,24,18,24,123,18
2176600,3,87,15,24,9,6,12,21,18,105,18
2176701,3,48,6,21,6,6,6,9,75,51,9
2176702,3,27,6,9,0,3,3,3,3,30,3
2176800,3,78,12,30,9,12,9,21,363,96,18
2176900,3,72,9,18,9,6,15,3,3,90,12
2177000,3,81,12,33,12,9,9,18,24,93,15
2177100,3,87,12,30,9,3,15,21,42,105,21
2177200,3,84,9,33,9,9,24,9,3,108,12
2177300,3,78,12,30,9,6,12,6,15,93,15
2177400,3,84,9,24,3,0,6,6,6,90,18
2177500,3,120,24,51,6,18,18,15,39,144,18
2177600,3,45,6,15,6,3,9,12,9,54,9
2177700,3,51,6,15,0,6,6,3,3,57,12
2177800,3,24,6,9,6,3,3,9,186,30,6
2177900,3,0,0,0,0,0,0,0,87,0,0
2178000,3,18,0,9,3,3,3,6,96,21,6
2178101,3,51,6,21,6,6,15,21,15,69,3
2178102,3,69,9,12,15,3,39,18,9,111,18
2178200,3,9,0,6,0,0,3,3,228,15,3
2178300,3,0,0,0,0,0,0,0,213,9,0
2178400,3,51,9,3,6,6,9,6,288,60,9
2178500,3,9,0,0,0,0,0,0,57,12,0
2178600,3,63,9,15,6,3,9,12,6,75,9
2178700,3,69,15,24,12,3,9,9,3,81,12
2178801,3,69,3,0,6,6,105,39,66,183,18
2178802,3,75,9,24,6,6,6,6,228,84,18
2178900,3,66,12,21,9,9,6,6,12,81,12
2179000,3,57,9,9,9,6,9,9,3,66,9
2179101,3,75,3,3,12,6,27,27,9,108,12
2179102,3,39,3,9,3,0,6,6,3,42,6
2179200,3,57,12,18,6,6,12,6,51,69,15
2179300,3,78,27,24,15,6,9,9,3,93,21
2179400,3,69,12,27,9,6,6,15,9,78,15
2179500,3,36,6,12,3,3,3,6,6,36,12
2179600,3,132,18,42,12,12,12,3,18,144,21
2179700,3,87,12,24,6,9,6,9,27,96,15
2179800,3,90,9,18,6,3,6,9,9,96,18
2179900,3,114,18,27,9,3,3,6,12,123,27
2180001,3,30,3,6,3,3,0,0,3,30,3
2180002,3,33,6,9,6,3,3,0,3,36,6
2180101,3,18,3,6,3,3,0,0,3,21,3
2180102,3,15,0,3,0,0,3,0,0,21,0
2180200,3,57,12,15,3,3,9,6,3,69,15
2180300,3,108,12,36,12,9,12,6,9,126,18
2180400,3,147,15,36,15,3,12,9,45,165,24
2180500,3,144,33,39,12,6,18,21,15,168,33
2180601,3,0,0,0,0,0,0,0,6,0,0
2180602,3,81,9,15,12,3,12,3,15,96,12
2180700,3,99,12,24,3,0,9,18,3,111,15
2180800,3,72,6,12,3,6,6,6,6,81,12
2180900,3,57,12,21,6,9,3,12,12,60,15
2181000,3,162,24,42,21,12,6,15,15,171,36
2181100,3,33,9,9,3,0,3,3,24,39,6
2181201,3,63,6,12,12,6,6,6,3,72,15
2181202,3,36,6,18,9,0,3,0,3,39,9
2181301,3,33,6,9,3,3,0,3,6,36,9
2181302,3,6,0,0,0,0,0,0,0,9,0
2181400,3,75,15,24,6,6,6,9,3,87,15
2181500,3,27,6,12,6,3,0,0,6,24,9
2181600,3,0,0,0,0,0,0,0,0,0,0
2181700,3,51,6,18,6,3,9,6,3,60,9
2181800,3,81,12,27,6,6,3,15,30,87,15
2181900,3,108,12,15,9,9,12,9,75,123,15
2182000,3,99,12,21,9,0,9,12,9,114,21
2182100,3,108,12,27,9,3,6,9,18,123,18
2182200,3,99,12,39,12,3,12,6,15,114,15
2182300,3,117,18,27,21,3,6,9,18,123,33
2182400,3,66,12,27,6,3,3,3,30,72,15
2182501,3,60,9,24,9,12,6,3,18,66,15
2182502,3,45,6,15,3,3,3,0,3,48,9
2182503,3,126,21,42,9,6,15,6,204,141,18
2182504,3,165,21,33,9,12,9,6,30,180,24
2182600,3,48,6,15,6,0,0,0,6,48,12
2182700,3,42,6,30,3,0,3,3,6,45,12
2182800,3,84,9,24,9,0,6,6,18,93,15
2182900,3,81,9,30,9,3,3,3,12,87,21
2183000,3,66,15,18,6,6,6,9,6,72,12
2183100,3,87,9,18,6,6,3,0,15,93,21
2183200,3,63,12,21,3,0,9,0,6,72,12
2183300,3,63,18,15,3,6,6,9,3,75,6
2183400,3,93,21,30,9,9,9,6,9,105,18
2183500,3,81,18,30,6,0,6,3,12,90,12
2183600,3,123,15,39,12,12,6,9,9,129,24
2183700,3,90,18,33,9,9,3,3,6,99,18
2183800,3,87,15,27,3,6,6,3,3,96,15
2183901,3,21,3,9,0,3,0,3,3,21,6
2183902,3,36,6,15,0,0,3,9,9,39,6
2184000,3,66,9,15,6,0,3,0,6,69,9
2184101,3,27,0,3,0,3,6,0,3,30,3
2184102,3,57,9,12,6,0,3,3,3,60,15
2184200,3,75,15,36,3,6,6,9,12,87,27
2184300,3,105,24,33,12,12,9,0,33,114,21
2184400,3,84,9,30,3,9,6,6,9,93,12
