meshblock_id,census_year_id,family_trust,not_elsewhere_included,not_owned,owned,total,total_stated
2793300,3,0,0,0,0,0,0
2793400,3,0,0,0,0,0,0
2793500,3,0,0,0,0,0,0
2793600,3,0,0,0,0,0,0
2793700,3,0,0,0,0,0,0
2793800,3,3,0,24,21,48,48
2793900,3,3,3,12,12,27,27
2794000,3,3,3,15,18,36,33
2794100,3,0,6,30,18,57,51
2794200,3,0,0,12,9,24,24
2794300,3,0,3,6,0,9,6
2794400,3,0,0,6,0,9,6
2794500,3,6,0,15,27,48,48
2794600,3,9,3,15,24,51,48
2794700,3,6,3,15,27,51,48
2794800,3,0,0,0,0,6,6
2794900,3,0,0,0,0,0,0
2795000,3,0,0,0,0,0,0
2795100,3,0,0,0,0,6,0
2795200,3,0,0,0,0,0,0
2795300,3,0,0,0,0,0,0
2795400,3,0,0,0,0,0,0
2795500,3,0,0,0,0,6,0
2795600,3,0,0,0,0,0,0
2795700,3,0,0,9,3,15,15
2795800,3,0,0,0,0,3,0
2795900,3,0,0,0,0,6,6
2796000,3,6,0,6,21,36,33
2796100,3,3,3,33,39,78,75
2796200,3,0,3,21,12,39,36
2796300,3,6,6,15,27,54,48
2796400,3,6,3,9,36,57,54
2796500,3,6,3,6,27,42,39
2796600,3,3,3,9,24,36,36
2796700,3,3,0,3,12,15,15
2796800,3,3,0,3,27,33,33
2796900,3,0,3,27,33,60,60
2797000,3,3,3,6,21,30,30
2797100,3,0,0,12,18,33,30
2797200,3,0,0,0,0,3,0
2797300,3,3,3,12,9,24,21
2797400,3,3,3,9,27,39,36
2797500,3,3,0,15,24,42,39
2797600,3,6,0,3,30,39,39
2797700,3,0,0,3,24,30,30
2797800,3,0,3,9,24,39,33
2797900,3,6,3,9,42,57,51
2798000,3,3,3,12,39,60,57
2798100,3,0,0,3,15,18,18
2798200,3,3,0,6,15,24,24
2798300,3,3,3,12,30,45,45
2798400,3,3,3,33,33,69,66
2798500,3,3,3,12,18,36,33
2798600,3,3,3,24,21,51,45
2798700,3,6,3,12,27,48,42
2798800,3,3,3,6,18,27,24
2798900,3,0,6,24,15,48,42
2799000,3,0,0,0,0,0,0
2799100,3,3,3,9,21,36,33
2799200,3,0,6,12,9,24,21
2799300,3,0,0,0,0,3,0
2799400,3,0,3,3,3,9,6
2799500,3,0,0,0,0,0,0
2799600,3,0,0,12,27,42,42
2799700,3,0,3,12,12,27,24
2799800,3,0,3,9,33,45,42
2799900,3,0,0,0,0,0,0
2800000,3,3,3,15,21,45,39
2800100,3,0,0,12,27,39,36
2800200,3,3,3,12,24,39,36
2800300,3,0,0,0,0,0,0
2800400,3,3,3,6,21,33,30
2800500,3,6,0,6,27,39,39
2800600,3,3,3,15,24,42,39
2800700,3,0,0,6,6,9,9
2800800,3,0,9,21,18,54,42
2800900,3,0,0,15,12,30,27
2801000,3,0,3,21,15,39,39
2801100,3,0,0,0,0,9,6
2801200,3,6,6,27,30,72,66
2801300,3,3,6,27,15,51,45
2801400,3,0,0,24,24,48,48
2801500,3,0,0,0,0,0,0
2801600,3,0,6,9,27,42,36
2801700,3,3,0,6,21,30,30
2801800,3,0,6,18,24,54,48
2801900,3,9,6,27,39,78,75
2802000,3,3,0,9,15,27,27
2802100,3,0,0,0,0,0,0
2802200,3,0,0,0,0,3,0
2802300,3,0,0,0,0,0,0
2802400,3,6,3,18,18,45,42
2802501,3,0,0,0,0,0,0
2802502,3,0,0,0,0,0,0
2802600,3,3,0,12,12,27,27
2802700,3,0,3,9,30,48,45
2802800,3,0,0,30,9,39,39
2802900,3,6,6,18,39,66,60
2803000,3,0,0,9,18,30,27
2803100,3,6,0,9,27,39,39
2803200,3,6,3,15,21,42,39
2803300,3,0,0,0,0,3,0
2803400,3,0,0,0,0,0,0
2803500,3,3,6,12,27,45,42
2803600,3,6,3,12,33,54,51
2803700,3,0,6,9,15,30,24
2803800,3,0,0,0,0,0,0
2803900,3,0,0,0,0,0,0
2804001,3,0,0,0,0,0,0
2804005,3,0,0,0,0,0,0
2804006,3,0,0,0,0,0,0
2804007,3,0,0,0,0,0,0
2804008,3,0,0,0,0,0,0
2804100,3,3,3,3,6,18,12
2804200,3,3,0,6,3,15,12
2804300,3,0,0,3,6,12,12
2804400,3,0,0,0,0,3,0
2804500,3,0,0,0,0,0,0
2804600,3,9,0,0,15,24,27
2804700,3,0,0,6,6,9,9
2804800,3,0,0,3,21,27,27
2804900,3,6,3,6,9,21,18
2805000,3,3,0,9,3,15,15
2805100,3,3,0,9,9,18,21
2805200,3,3,0,12,15,33,33
2805300,3,6,0,9,18,36,33
2805400,3,3,0,6,18,33,30
2805500,3,3,0,6,9,21,21
2805601,3,3,0,0,6,9,9
2805602,3,0,0,0,0,6,0
2805603,3,0,0,6,9,18,18
2805701,3,0,0,0,0,6,6
2805702,3,0,0,0,0,0,0
2805800,3,3,3,9,12,27,24
2805901,3,6,3,9,27,45,42
2805902,3,0,0,0,0,9,9
2805904,3,0,0,0,0,3,0
2805905,3,0,0,0,0,6,6
2806001,3,0,0,3,15,15,18
2806002,3,0,0,0,0,0,0
2806101,3,0,0,0,0,3,0
2806102,3,0,0,0,0,6,0
2806104,3,0,0,0,9,9,12
2806105,3,0,0,0,0,3,0
2806200,3,6,3,6,24,42,39
2806300,3,6,0,9,18,33,30
2806400,3,3,3,3,21,30,30
2806500,3,9,0,9,33,51,51
2806600,3,3,0,6,15,24,24
2806700,3,6,3,18,9,33,33
2806800,3,0,0,0,0,9,6
2806900,3,18,3,18,24,63,60
2807000,3,12,0,6,18,33,33
2807101,3,3,0,3,9,9,12
2807102,3,0,0,0,0,0,0
2807103,3,6,0,6,9,24,21
2807200,3,0,3,3,6,12,9
2807300,3,0,0,0,0,3,0
2807400,3,0,0,0,0,3,0
2807501,3,0,0,0,0,6,0
2807502,3,0,0,0,0,0,0
2807600,3,3,0,6,3,12,9
2807700,3,0,3,9,6,21,18
2807800,3,0,0,6,3,12,12
2807900,3,0,3,6,6,12,12
2808000,3,3,0,3,3,12,12
2808100,3,0,0,0,0,0,0
2808200,3,0,0,9,12,21,21
2808300,3,0,0,0,0,6,6
2808400,3,0,0,6,6,12,9
2808500,3,0,0,0,0,6,0
2808600,3,0,0,0,0,3,0
2808700,3,0,0,3,9,18,15
2808800,3,0,0,0,0,6,6
2808900,3,0,0,3,6,12,12
2809000,3,0,0,0,0,6,0
2809100,3,0,0,0,0,3,0
2809200,3,0,0,0,0,3,0
2809300,3,0,0,0,0,0,0
2809400,3,0,0,0,0,0,0
2809500,3,0,0,0,0,0,0
2809600,3,0,0,0,0,0,0
2809700,3,0,0,0,0,0,0
2809800,3,0,0,0,0,3,0
2809900,3,0,0,3,6,9,9
2810000,3,0,0,0,0,3,0
2810100,3,0,0,0,0,3,0
2810200,3,0,0,0,0,6,0
2810300,3,0,0,0,0,6,0
2810400,3,0,0,3,6,9,9
2810500,3,0,0,3,6,9,12
2810600,3,0,0,0,0,9,9
2810700,3,0,0,0,0,6,0
2810800,3,0,0,0,0,3,0
2810900,3,6,0,0,6,12,12
2811000,3,3,0,6,6,12,12
2811100,3,0,0,0,0,3,0
2811200,3,3,0,3,6,15,15
2811300,3,6,0,3,3,9,9
2811400,3,0,0,0,0,6,9
2811500,3,0,0,0,0,3,0
2811600,3,0,0,0,0,0,0
2811700,3,3,3,3,3,12,9
2811800,3,3,0,0,9,9,9
2811900,3,3,3,0,3,9,9
2812000,3,3,0,6,6,12,12
2812100,3,0,0,0,0,6,6
2812200,3,0,0,6,9,15,15
2812300,3,0,0,0,0,3,0
2812400,3,0,0,0,0,6,6
2812500,3,0,0,0,0,0,0
2812600,3,0,0,0,0,0,0
2812700,3,0,0,0,0,3,0
2812801,3,0,0,0,0,0,0
2812803,3,0,0,0,0,3,0
2812804,3,0,0,0,0,0,0
2812805,3,0,0,0,0,0,0
2812806,3,0,0,0,0,9,9
2812901,3,0,3,9,9,18,15
2812903,3,0,0,0,0,0,0
2812904,3,9,0,6,6,18,18
2813003,3,6,3,3,6,18,15
2813004,3,9,9,24,12,54,45
2813005,3,0,6,12,6,24,21
2813006,3,0,0,0,0,6,0
2813007,3,0,0,0,0,0,0
2813008,3,0,0,0,0,0,0
2813101,3,0,0,0,0,3,0
2813102,3,9,0,3,6,18,18
2813103,3,0,0,0,0,0,0
2813201,3,0,0,0,0,0,0
2813202,3,0,6,15,0,21,15
2813300,3,0,0,0,0,0,0
2813400,3,0,0,0,0,0,0
2813500,3,0,0,0,0,3,0
2813600,3,0,0,0,0,0,0
2813700,3,0,6,69,0,75,69
2813800,3,0,3,6,0,9,9
2813901,3,0,0,6,0,9,6
2813902,3,0,0,0,0,0,0
2814001,3,0,0,0,0,6,6
2814002,3,0,0,0,0,0,0
2814101,3,0,0,0,0,0,0
2814102,3,3,0,6,3,15,15
2814202,3,0,0,0,0,3,0
2814203,3,0,0,0,0,0,0
2814205,3,3,0,0,12,15,12
2814206,3,12,3,15,33,60,54
2814207,3,0,0,0,0,3,0
2814208,3,0,0,0,0,0,0
2814209,3,0,0,0,0,0,0
2814210,3,0,0,0,0,3,0
2814211,3,0,0,0,0,6,6
2814212,3,6,6,6,18,36,30
2814213,3,0,0,0,0,6,0
2814300,3,0,0,0,0,3,0
2814400,3,0,0,0,0,0,0
2814500,3,0,0,0,0,6,0
2814600,3,9,3,6,18,33,33
2814700,3,3,3,3,15,24,18
2814800,3,6,6,9,18,36,30
2814900,3,3,3,3,21,27,27
2815000,3,0,0,0,9,9,9
2815100,3,0,0,0,0,3,0
2815201,3,3,0,6,6,12,12
2815202,3,0,3,6,15,24,21
2815300,3,0,0,0,0,9,6
2815401,3,0,0,0,0,3,0
2815402,3,3,0,9,24,33,33
2815501,3,0,0,0,0,6,0
2815502,3,0,3,3,6,12,9
2815503,3,0,0,0,0,3,0
2815600,3,3,3,12,3,18,18
2815700,3,3,0,9,9,21,18
2815800,3,6,3,9,21,39,36
2815900,3,3,3,9,9,27,24
2816000,3,3,3,9,9,21,18
2816100,3,3,3,6,9,21,21
2816200,3,6,3,9,12,30,24
2816300,3,0,0,0,0,6,0
2816400,3,3,3,6,24,39,36
2816500,3,3,3,9,3,15,15
2816600,3,0,0,0,0,6,0
2816700,3,6,0,6,18,33,30
2816800,3,3,3,6,18,30,27
2816900,3,3,3,0,3,9,6
2817000,3,9,3,3,15,30,27
2817100,3,3,3,3,27,33,33
2817200,3,3,3,6,18,33,30
2817300,3,3,0,0,6,12,9
2817400,3,0,3,0,9,9,12
2817501,3,6,0,3,21,30,30
2817502,3,0,0,0,0,6,6
2817503,3,3,0,3,9,15,15
2817504,3,6,3,3,15,27,24
2817505,3,3,3,3,9,18,15
2817600,3,12,3,6,45,69,63
2817700,3,3,0,0,9,12,12
2817800,3,6,3,6,30,45,42
2817901,3,0,0,0,0,3,0
2817902,3,3,3,6,9,24,21
2818000,3,6,0,6,12,21,21
2818100,3,9,3,9,30,51,48
2818200,3,6,3,0,18,24,24
2818300,3,3,3,6,15,33,27
2818400,3,3,0,6,6,15,18
2818500,3,3,0,3,6,15,15
2818600,3,3,0,3,12,21,21
2818700,3,3,3,0,6,12,9
2818800,3,6,3,18,42,69,66
2818900,3,9,3,15,42,69,63
2819000,3,3,6,6,24,39,33
2819100,3,0,6,6,15,30,24
2819200,3,3,0,3,18,27,27
2819300,3,3,9,30,15,57,51
2819400,3,3,3,9,15,27,24
2819500,3,6,3,15,18,42,42
2819600,3,3,0,9,21,30,33
2819700,3,0,3,9,21,39,36
2819800,3,3,3,6,36,51,45
2819900,3,3,3,12,24,45,39
2820000,3,0,0,12,18,30,30
2820100,3,0,3,6,21,30,30
2820200,3,3,0,6,18,27,27
2820300,3,3,3,12,33,54,51
2820400,3,0,0,0,0,6,0
2820500,3,3,0,9,18,27,30
2820600,3,0,0,0,0,3,0
2820700,3,0,0,0,0,0,0
2820800,3,3,3,6,15,24,21
2820900,3,6,3,12,36,57,54
2821000,3,0,0,0,0,0,0
2821100,3,3,3,6,15,21,21
2821200,3,3,3,12,18,39,33
2821300,3,3,3,9,12,27,24
2821400,3,0,6,9,30,45,42
2821500,3,3,0,3,12,21,18
2821600,3,6,0,6,27,42,39
2821700,3,0,0,0,0,6,6
2821800,3,0,0,0,0,6,0
2821901,3,3,3,3,24,30,30
2821902,3,3,3,6,21,33,30
2822000,3,0,0,6,21,30,30
2822100,3,6,3,6,18,33,30
2822200,3,3,0,9,12,24,24
2822300,3,6,3,9,27,51,48
2822400,3,3,0,12,30,48,45
2822500,3,3,3,9,18,36,33
2822600,3,3,3,12,24,42,39
2822701,3,3,0,12,6,21,21
2822702,3,0,0,0,6,9,9
2822800,3,0,0,9,6,12,12
2822900,3,9,0,9,12,30,30
2823000,3,0,0,9,12,24,24
2823100,3,0,0,0,0,6,0
2823200,3,0,0,0,0,3,0
2823300,3,6,6,33,15,63,57
2823400,3,0,0,9,3,12,12
2823500,3,6,3,18,0,27,24
2823600,3,0,0,12,0,9,12
2823700,3,3,3,15,18,36,36
2823800,3,6,6,18,48,72,69
2823900,3,0,9,3,3,15,6
2824000,3,6,0,9,9,24,24
2824100,3,3,0,9,9,24,21
2824200,3,6,0,9,12,27,27
2824300,3,12,0,12,15,39,36
2824400,3,0,0,3,3,12,9
2824500,3,0,0,0,0,0,0
2824600,3,3,3,3,3,12,12
2824700,3,3,0,6,3,12,12
2824801,3,0,0,0,0,0,0
2824802,3,0,0,0,0,0,0
2824803,3,0,0,0,0,3,0
2824900,3,3,3,9,9,24,24
2825001,3,3,3,9,6,18,18
2825002,3,0,0,0,0,6,9
2825100,3,3,0,12,12,30,27
2825200,3,6,0,6,12,21,18
2825300,3,3,3,18,6,30,24
2825400,3,0,3,3,12,18,18
2825501,3,3,3,12,6,24,21
2825502,3,3,3,9,3,15,12
2825600,3,6,0,6,3,15,15
2825701,3,0,0,0,0,6,9
2825702,3,0,0,0,0,0,0
2825703,3,0,0,0,0,0,0
2825800,3,0,0,0,0,0,0
2825900,3,3,6,9,6,24,21
2826000,3,6,3,12,15,39,36
2826101,3,0,0,3,3,9,9
2826102,3,0,0,0,0,3,0
2826103,3,0,0,0,0,0,0
2826201,3,3,3,18,3,27,24
2826202,3,0,0,0,0,3,0
2826301,3,0,0,0,0,9,6
2826302,3,0,0,3,6,12,12
2826400,3,0,3,12,6,21,21
2826500,3,6,0,12,12,30,30
2826601,3,0,0,0,0,6,6
2826602,3,0,3,6,9,18,18
2826701,3,0,0,0,0,6,6
2826702,3,0,0,0,0,3,0
2826800,3,6,0,6,12,24,24
2826900,3,3,3,18,9,39,33
2827000,3,6,0,36,6,48,48
2827100,3,3,6,27,24,60,54
2827201,3,9,3,15,21,48,45
2827202,3,0,0,3,6,9,9
2827300,3,3,6,12,9,33,27
2827400,3,6,3,9,18,33,33
2827501,3,3,0,3,12,21,21
2827502,3,3,0,0,15,21,21
2827600,3,6,3,30,21,63,60
2827700,3,3,3,3,9,18,18
2827800,3,0,0,0,0,0,0
2827900,3,3,0,3,9,15,15
2828001,3,0,0,0,0,3,0
2828002,3,9,3,12,15,39,36
2828100,3,6,3,3,18,27,27
2828201,3,6,0,3,6,12,12
2828202,3,3,0,0,6,9,9
2828300,3,9,0,0,15,24,24
2828400,3,3,0,9,15,24,24
2828500,3,3,0,3,3,12,15
2828600,3,0,0,9,12,24,21
2828700,3,0,0,3,3,9,9
2828801,3,0,0,6,15,24,24
2828803,3,0,0,0,0,3,0
2828804,3,0,0,0,0,6,0
2828901,3,9,0,3,18,27,27
2828902,3,3,0,0,15,21,24
2829000,3,0,0,6,12,18,15
2829100,3,0,3,0,6,9,9
2829200,3,3,0,6,6,15,12
2829300,3,3,6,30,12,48,42
2829400,3,3,0,9,15,24,24
2829500,3,3,0,3,9,15,15
2829601,3,0,0,0,0,3,0
2829602,3,0,0,6,18,27,24
2829603,3,0,0,0,0,6,6
2829701,3,0,0,0,0,0,0
2829702,3,0,0,0,0,9,6
2829800,3,9,3,3,42,57,54
2829900,3,3,0,6,18,24,24
2830000,3,9,3,9,45,69,66
2830100,3,15,6,15,75,114,105
2830201,3,3,0,3,24,33,30
2830202,3,3,3,6,18,24,27
2830300,3,12,3,6,27,45,42
2830401,3,0,0,0,0,3,0
2830402,3,6,3,3,18,30,27
2830500,3,21,3,6,45,69,69
2830600,3,0,0,0,0,6,0
2830701,3,0,0,0,0,3,0
2830702,3,0,0,3,12,15,15
2830800,3,12,3,6,30,45,45
2830900,3,12,6,9,51,72,69
2831000,3,6,3,0,6,15,15
2831101,3,9,0,3,9,24,24
2831102,3,0,3,0,6,9,9
2831200,3,9,0,3,27,39,39
2831300,3,3,6,0,24,30,24
2831400,3,6,0,3,21,27,27
2831500,3,6,3,9,6,27,21
2831600,3,3,0,3,3,9,12
2831700,3,3,0,3,6,15,12
2831800,3,0,0,0,0,9,6
2831900,3,0,0,3,6,9,9
2832000,3,3,3,3,9,15,12
2832100,3,0,0,0,0,9,9
2832201,3,3,3,0,9,15,12
2832202,3,12,3,9,39,63,57
2832203,3,6,3,18,39,66,63
2832300,3,3,3,3,33,42,39
2832400,3,6,3,6,39,54,54
2832500,3,0,0,0,0,3,0
2832600,3,0,0,0,0,6,6
2832700,3,0,0,0,0,3,0
2832800,3,3,0,6,3,12,9
2832900,3,6,3,3,6,18,15
2833000,3,3,0,3,18,24,24
2833100,3,0,0,0,0,0,0
2833200,3,3,6,0,9,18,15
2833300,3,3,0,0,9,12,12
2833400,3,3,3,6,21,30,30
2833500,3,6,0,0,12,18,18
2833600,3,6,0,3,12,18,18
2833701,3,0,0,0,0,0,0
2833702,3,3,0,0,12,18,18
2833800,3,3,0,6,9,15,15
2833900,3,0,3,3,9,15,12
2834000,3,3,0,0,12,18,15
2834100,3,0,0,0,0,3,0
2834200,3,3,0,3,15,21,21
2834300,3,3,0,3,9,15,15
2834400,3,0,0,0,0,0,0
2834500,3,3,3,6,9,21,18
2834600,3,0,0,0,0,3,0
2834700,3,9,0,3,12,18,18
2834800,3,3,3,3,6,12,9
2834900,3,3,0,15,42,63,60
2835000,3,3,3,9,27,42,36
2835100,3,3,0,12,21,36,33
2835200,3,0,0,3,9,15,15
2835300,3,0,0,0,0,9,9
2835401,3,3,3,0,6,15,12
2835402,3,9,3,3,9,21,18
2835403,3,3,0,0,12,21,21
2835500,3,3,3,0,15,21,21
2835600,3,15,0,6,39,60,60
2835700,3,6,6,9,42,66,57
2835800,3,3,3,3,15,21,21
2835900,3,9,6,15,30,57,51
2836001,3,9,0,3,15,30,27
2836002,3,3,3,0,12,21,21
2836003,3,3,0,3,15,27,24
2836004,3,6,0,0,21,27,24
2836100,3,6,3,6,21,36,36
2836200,3,33,3,9,54,99,96
2836301,3,6,3,6,12,24,24
2836302,3,3,0,3,3,12,9
2836303,3,0,0,0,0,3,0
2836304,3,0,0,0,0,6,6
2836400,3,3,0,0,9,18,18
2836500,3,9,6,12,36,60,54
2836600,3,0,6,6,18,27,27
2836700,3,9,3,12,30,48,48
2836800,3,3,0,6,15,24,24
2836900,3,3,3,9,18,30,30
2837000,3,3,0,3,24,30,30
2837100,3,0,0,6,21,30,27
2837200,3,0,3,9,30,42,39
2837300,3,3,0,3,12,18,18
2837400,3,3,12,18,30,63,51
2837500,3,6,6,15,12,39,33
2837600,3,3,3,6,6,18,15
2837700,3,3,0,6,12,24,21
2837800,3,6,3,9,15,27,27
2837900,3,6,9,21,33,69,57
2838000,3,15,9,9,30,63,57
2838100,3,0,3,6,3,9,6
2838200,3,12,3,12,12,36,36
2838300,3,6,3,6,21,33,30
2838400,3,3,6,6,18,33,27
2838500,3,6,3,9,30,51,48
2838600,3,6,3,18,21,51,48
2838700,3,3,3,21,18,42,39
2838800,3,6,0,12,21,39,36
2838900,3,9,6,6,36,57,51
2839000,3,6,6,9,36,63,51
2839100,3,3,3,9,15,30,27
2839200,3,3,3,15,12,30,27
2839300,3,6,0,6,15,30,30
2839400,3,6,3,15,30,54,51
2839500,3,6,6,12,27,51,48
2839600,3,9,0,6,36,57,54
2839700,3,3,0,6,21,33,33
2839800,3,0,0,0,0,3,0
2839900,3,0,3,3,21,30,24
2840000,3,6,9,18,33,69,60
2840100,3,9,3,9,24,45,42
2840200,3,9,0,0,24,36,33
2840300,3,6,6,6,27,45,42
2840400,3,9,6,27,30,72,66
2840500,3,0,3,6,3,15,9
2840600,3,0,0,0,0,3,0
2840700,3,0,3,12,6,21,18
2840800,3,3,6,30,15,51,45
2840900,3,0,6,9,3,15,9
2841000,3,6,0,6,3,18,15
2841100,3,0,0,0,0,0,0
2841200,3,0,0,0,0,3,0
2841300,3,0,0,0,0,0,0
2841400,3,0,0,0,0,3,0
2841500,3,0,0,0,0,0,0
2841600,3,0,0,0,0,0,0
2841700,3,0,0,0,0,3,0
2841800,3,0,0,0,0,0,0
2841900,3,0,0,12,6,24,24
2842000,3,0,0,0,0,3,0
2842100,3,12,0,6,21,42,39
2842200,3,9,0,6,27,48,42
2842300,3,0,3,0,15,15,15
2842400,3,0,3,9,9,24,21
2842500,3,3,0,15,9,24,24
2842601,3,0,3,9,6,15,15
2842602,3,0,0,0,0,3,0
2842700,3,3,3,12,21,42,36
2842800,3,12,3,15,21,54,51
2842900,3,6,0,15,24,45,45
2843000,3,9,3,18,21,57,51
2843100,3,0,0,0,0,6,0
2843200,3,3,3,15,12,36,33
2843300,3,3,3,9,27,45,42
2843400,3,0,0,0,0,0,0
2843500,3,3,3,9,18,33,30
2843600,3,3,3,9,12,27,27
2843700,3,3,3,9,18,33,30
2843800,3,9,6,6,9,33,27
2843900,3,0,6,18,3,30,24
2844000,3,9,0,0,9,15,18
2844100,3,3,0,3,21,30,30
2844201,3,6,3,3,0,9,9
2844202,3,0,3,0,6,9,9
2844203,3,6,0,6,6,18,18
2844204,3,3,0,3,3,12,9
2844205,3,0,0,0,0,3,0
2844206,3,0,0,6,9,15,15
2844207,3,3,0,0,12,15,15
2844301,3,3,0,18,12,33,30
2844302,3,0,0,3,9,18,15
2844401,3,6,0,9,9,24,24
2844402,3,0,3,3,9,15,12
2844501,3,3,3,3,15,24,21
2844502,3,3,6,6,15,24,21
2844600,3,3,3,12,24,42,39
2844700,3,6,6,12,24,51,45
2844800,3,3,3,9,33,48,45
2844900,3,6,3,6,24,36,33
2845000,3,3,6,12,24,48,42
2845100,3,3,6,6,21,36,33
2845200,3,3,3,12,24,39,33
2845300,3,6,6,15,30,54,51
2845400,3,0,0,0,0,6,0
2845500,3,6,12,9,42,72,60
2845600,3,3,3,6,18,33,27
2845700,3,0,0,12,15,30,30
2845800,3,0,0,0,0,3,0
2845900,3,6,3,15,27,48,48
2846000,3,3,0,15,21,39,39
2846100,3,6,0,3,12,18,21
2846202,3,0,0,0,0,3,0
2846203,3,21,3,3,36,60,60
2846204,3,6,0,12,9,24,24
2846300,3,0,6,12,21,39,33
2846400,3,0,3,21,12,33,33
2846500,3,3,0,18,12,33,33
2846600,3,0,3,9,6,15,15
2846700,3,3,9,18,18,45,36
2846800,3,3,3,15,21,39,36
2846900,3,6,3,9,15,27,27
2847000,3,0,0,0,0,0,0
2847100,3,0,0,0,0,6,6
2847200,3,9,3,12,24,48,48
2847300,3,6,3,12,30,48,48
2847400,3,6,0,27,30,63,60
2847500,3,3,0,6,15,21,24
2847600,3,6,0,18,30,57,57
2847700,3,6,0,9,24,36,36
2847800,3,0,0,3,6,12,12
2847900,3,3,0,18,15,36,33
2848000,3,0,3,6,3,9,6
2848100,3,15,3,6,33,60,57
2848200,3,24,0,9,30,66,63
2848301,3,3,0,3,9,18,18
2848302,3,21,3,12,48,90,84
2848400,3,12,0,12,15,39,39
2848500,3,18,3,48,42,114,114
2848600,3,3,6,21,27,57,51
2848700,3,0,0,0,0,6,0
2848801,3,0,0,0,0,0,0
2848805,3,0,0,0,0,0,0
2848806,3,0,0,0,0,0,0
2848807,3,0,0,0,0,0,0
2848808,3,0,0,0,0,0,0
2848900,3,6,0,9,9,27,27
2849000,3,0,3,6,12,18,18
2849100,3,0,3,12,3,18,18
2849200,3,0,3,6,3,12,12
2849300,3,3,0,6,3,9,9
2849401,3,0,0,0,0,0,0
2849402,3,0,3,6,6,12,12
2849501,3,0,0,0,0,3,0
2849502,3,3,0,3,12,21,18
2849600,3,3,0,3,6,12,9
2849700,3,0,0,0,15,18,18
2849800,3,0,0,0,0,3,0
2849902,3,0,0,0,0,9,6
2849903,3,0,0,0,0,0,0
2849904,3,0,0,0,0,0,0
2850000,3,3,0,3,3,9,9
2850101,3,0,0,0,0,3,0
2850102,3,9,0,9,24,45,45
2850200,3,9,3,18,21,51,48
2850301,3,0,0,0,0,0,0
2850302,3,0,0,0,0,9,6
2850401,3,0,0,0,0,6,0
2850402,3,3,0,9,15,33,30
2850501,3,0,0,0,0,6,0
2850502,3,3,3,3,6,12,12
2850600,3,0,0,0,0,3,0
2850700,3,0,0,0,0,0,0
2850801,3,0,0,0,0,0,0
2850802,3,0,0,0,0,3,0
2850900,3,6,0,6,18,30,30
2851001,3,0,0,9,12,27,24
2851002,3,3,3,6,15,30,27
2851101,3,0,0,0,0,0,0
2851102,3,0,0,0,0,0,0
2851200,3,0,0,0,0,0,0
2851300,3,0,0,0,0,3,0
2851401,3,6,3,3,6,15,12
2851402,3,0,0,0,0,0,0
2851500,3,0,0,0,0,3,0
2851600,3,0,0,0,0,3,0
2851700,3,6,6,9,12,30,24
2851800,3,0,0,6,0,9,9
2851900,3,9,0,3,9,21,21
2852001,3,6,3,21,15,42,42
2852002,3,6,3,15,18,45,42
2852100,3,3,0,3,3,9,9
2852202,3,0,0,0,0,0,0
2852203,3,0,0,0,0,3,0
2852204,3,0,0,0,0,0,0
2852205,3,0,0,0,0,3,0
2852206,3,0,0,0,0,0,0
2852300,3,0,0,12,3,15,12
2852400,3,0,0,0,0,0,0
2852500,3,9,0,0,18,30,27
2852600,3,0,3,6,24,30,27
2852700,3,15,15,27,48,102,87
2852800,3,0,3,9,6,15,12
2852900,3,0,0,15,9,24,24
2853000,3,3,3,6,21,39,33
2853100,3,9,3,6,18,36,33
2853200,3,9,6,12,30,57,48
2853300,3,3,6,6,18,36,30
2853400,3,0,3,3,9,15,15
2853500,3,0,0,3,9,12,12
2853600,3,0,3,3,12,18,18
2853700,3,0,0,0,0,6,6
2853800,3,3,0,3,12,18,18
2853900,3,3,3,3,6,12,12
2854000,3,0,0,0,0,9,6
2854100,3,9,3,3,21,39,36
2854200,3,0,0,0,0,6,0
2854300,3,3,0,3,12,21,18
2854400,3,3,0,0,6,12,12
2854500,3,0,0,0,0,6,6
2854600,3,0,0,3,6,9,12
2854700,3,0,0,3,12,15,18
2854800,3,0,0,3,9,18,15
2854900,3,0,0,3,18,24,24
2855000,3,6,3,3,0,9,12
2855101,3,0,0,0,0,3,0
2855102,3,0,0,12,0,15,12
2855201,3,0,0,0,0,3,0
2855202,3,6,3,3,3,12,9
2855300,3,0,0,0,0,6,0
2855400,3,3,0,3,15,24,24
2855500,3,12,6,18,60,93,84
2855601,3,3,3,9,30,45,42
2855602,3,12,0,15,48,75,72
2855700,3,12,6,15,42,78,72
2855800,3,0,0,3,6,12,9
2855900,3,3,0,3,12,18,15
2856000,3,6,0,3,21,30,30
2856101,3,0,0,0,0,0,0
2856103,3,9,3,24,48,87,81
2856104,3,12,9,15,51,84,75
2856201,3,0,0,0,0,6,6
2856202,3,0,0,0,0,0,0
2856301,3,3,0,3,6,15,12
2856302,3,0,0,0,0,3,0
2856401,3,0,0,6,6,12,12
2856402,3,6,0,3,6,15,12
2856501,3,9,0,3,15,27,27
2856502,3,0,0,0,0,6,0
2856601,3,0,0,0,0,0,0
2856602,3,3,0,3,9,15,15
2856700,3,6,0,9,45,63,63
2856800,3,0,0,0,0,6,0
2856900,3,3,6,18,21,48,45
2857001,3,9,0,3,18,33,33
